"colonna1","colonna2"
"Cryptosporidium Pathogenicity and Virulence","Cuckoo wasps manipulate foraging and resting activities in their hosts"
"Cryptosporidium parvum maintains intracellular survival by activating the host cellular EGFR-PI3K/Akt signaling pathway","Cryptosporidium: Host-Parasite Interactions and Pathogenesis"
"Crowding in the first intermediate host does not affect infection probability in the second host in two helminths","Cryptosporidium Pathogenicity and Virulence"
"Cross-tissue and generation predictability of relative Wolbachia densities in the mosquito Aedes aegypti","Cryptosporidium parvum maintains intracellular survival by activating the host cellular EGFR-PI3K/Akt signaling pathway"
"Critical resources that influence habitat selection decisions by gastrointestinal helminth parasites","Crowding in the first intermediate host does not affect infection probability in the second host in two helminths"
"CRISPR-Cas9-Mediated Single-Gene and Gene Family Disruption in Trypanosoma cruzi","Cross-tissue and generation predictability of relative Wolbachia densities in the mosquito Aedes aegypti"
"CRISPR-Cas13 in malaria parasite: Diagnosis and prospective gene function identification","Critical resources that influence habitat selection decisions by gastrointestinal helminth parasites"
"CRISPR/Cas9 Mutagenesis in Phlebotomus papatasi: the Immune Deficiency Pathway Impacts Vector Competence for Leishmania major","CRISPR-Cas9-Mediated Single-Gene and Gene Family Disruption in Trypanosoma cruzi"
"CRISPR/Cas9 gene drive technology to control transmission of vector-borne parasitic infections","CRISPR-Cas13 in malaria parasite: Diagnosis and prospective gene function identification"
"Co-variation between the intensity of behavioural manipulation and parasite development time in an acanthocephalan-amphipod system","CRISPR/Cas9 Mutagenesis in Phlebotomus papatasi: the Immune Deficiency Pathway Impacts Vector Competence for Leishmania major"
"Costs of Franklin's ground squirrel (Poliocitellus franklinii) ectoparasitism reveal adaptive sex allocation","CRISPR/Cas9 gene drive technology to control transmission of vector-borne parasitic infections"
"Costs and benefits of mosquito refractoriness to malaria parasites: Implications for genetic variability of mosquitoes and genetic control of malaria","Co-variation between the intensity of behavioural manipulation and parasite development time in an acanthocephalan-amphipod system"
"Cost induced by viral particles manipulating superparasitism behaviour in the parasitold Leptopilina boulardi","Costs of Franklin's ground squirrel (Poliocitellus franklinii) ectoparasitism reveal adaptive sex allocation"
"Correlations between estrogen and testosterone concentrations, pairing status and acanthocephalan infection in an amphipod","Costs and benefits of mosquito refractoriness to malaria parasites: Implications for genetic variability of mosquitoes and genetic control of malaria"
"Correlation of duration of latent Toxoplasma gondii infection with personality changes in women","Cost induced by viral particles manipulating superparasitism behaviour in the parasitold Leptopilina boulardi"
"Copepod reaction to odor stimuli influenced by cestode infection","Correlations between estrogen and testosterone concentrations, pairing status and acanthocephalan infection in an amphipod"
"Cooperation and conflict in host-manipulating parasites","Correlation of duration of latent Toxoplasma gondii infection with personality changes in women"
"Cooperation and conflict in host manipulation: interactions among macro-parasites and micro-organisms","Copepod reaction to odor stimuli influenced by cestode infection"
"Contrasting scales of oviposition and parasitism in praying mantids","Cooperation and conflict in host-manipulating parasites"
"Context-dependent fitness effects of behavioral manipulation by a parasitoid","Cooperation and conflict in host manipulation: interactions among macro-parasites and micro-organisms"
"Conspecific brood parasitism and anti-parasite strategies in relation to breeding density in female bearded tits","Contrasting scales of oviposition and parasitism in praying mantids"
"Consistency of host responses to parasitic infection in the three-spined stickleback fish infected by the diphyllobothriidean cestode Schistocephalus solidus","Context-dependent fitness effects of behavioral manipulation by a parasitoid"
"Consequences of eye fluke infection on anti-predator behaviours in invasive round gobies in Kalmar Sound","Conspecific brood parasitism and anti-parasite strategies in relation to breeding density in female bearded tits"
"Conflicts over host manipulation between different parasites and pathogens: Investigating the ecological and medical consequences","Consistency of host responses to parasitic infection in the three-spined stickleback fish infected by the diphyllobothriidean cestode Schistocephalus solidus"
"Conflict of interest between a nematode and a trematode in an amphipod host: Test of the ""sabotage"" hypothesis","Consequences of eye fluke infection on anti-predator behaviours in invasive round gobies in Kalmar Sound"
"Conflict between parasites with different transmission strategies infecting an amphipod host","Conflicts over host manipulation between different parasites and pathogens: Investigating the ecological and medical consequences"
"Conflict between co-occurring parasites as a confounding factor in manipulation studies?","Conflict of interest between a nematode and a trematode in an amphipod host: Test of the sabotage hypothesis"
"Conflict between co-occurring manipulative parasites?: An experimental study of the joint influence of two acanthocephalan parasites on the behaviour of Gammarus pulex","Conflict between parasites with different transmission strategies infecting an amphipod host"
"Confirmation of the hosts involved in the life cycle of an acanthocephalan parasite of Anguilla anguilla (L.) from Lake Piediluco and its effect on the reproductive potential of its amphipod intermediate host","Conflict between co-occurring parasites as a confounding factor in manipulation studies?"
"Complex interactions within the ectoparasite community of the eastern rock sengi (Elephantulus myurus)","Conflict between co-occurring manipulative parasites?: An experimental study of the joint influence of two acanthocephalan parasites on the behaviour of Gammarus pulex"
"Complex and dynamic transcriptional changes allow the helminth Fasciola gigantica to adjust to its intermediate snail and definitive mammalian hosts","Confirmation of the hosts involved in the life cycle of an acanthocephalan parasite of Anguilla anguilla (L.) from Lake Piediluco and its effect on the reproductive potential of its amphipod intermediate host"
"Competitive outcome of multiple infections in a behavior-manipulating virus/wasp interaction","Complex interactions within the ectoparasite community of the eastern rock sengi (Elephantulus myurus)"
"Competitive growth, energy allocation, and host modification in the acanthocephalan Acanthocephalus dirus: field data","Complex and dynamic transcriptional changes allow the helminth Fasciola gigantica to adjust to its intermediate snail and definitive mammalian hosts"
"Competition for a limited space in kleptoparasitic Argyrodes spiders revealed by field experiments","Competitive outcome of multiple infections in a behavior-manipulating virus/wasp interaction"
"Competition between gall aphids and natural plant sinks: Plant architecture affects resistance to galling","Competitive growth, energy allocation, and host modification in the acanthocephalan Acanthocephalus dirus: field data"
"Comparing mechanisms of host manipulation across host and parasite taxa","Competition for a limited space in kleptoparasitic Argyrodes spiders revealed by field experiments"
"Comparative Transcriptome Analysis of Two Root-Feeding Grape Phylloxera (D. vitifoliae) Lineages Feeding on a Rootstock and V. vinifera","Competition between gall aphids and natural plant sinks: Plant architecture affects resistance to galling"
"Comparative proteomics reveals Cryptosporidium parvum manipulation of the host cell molecular expression and immune response","Comparing mechanisms of host manipulation across host and parasite taxa"
"Comparative Genomics of Glossina palpalis gambiensis and G. morsitans morsitans to Reveal Gene Orthologs Involved in Infection by Trypanosoma brucei gambiense","Comparative Transcriptome Analysis of Two Root-Feeding Grape Phylloxera (D. vitifoliae) Lineages Feeding on a Rootstock and V. vinifera"
"Commensalism or mutualism: conditional outcomes in a branchiobdellid-crayfish symbiosis","Comparative proteomics reveals Cryptosporidium parvum manipulation of the host cell molecular expression and immune response"
"Combined effects of arthropod herbivores and phytopathogens on plant performance","Comparative Genomics of Glossina palpalis gambiensis and G. morsitans morsitans to Reveal Gene Orthologs Involved in Infection by Trypanosoma brucei gambiense"
"Colonization by Phloem-Feeding Herbivore Overrides Effects of Plant Virus on Amino Acid Composition in Phloem of Chili Plants","Commensalism or mutualism: conditional outcomes in a branchiobdellid-crayfish symbiosis"
"Cold temperature preference in bacterially infected Drosophila melanogaster improves survival but is remarkably suboptimal","Combined effects of arthropod herbivores and phytopathogens on plant performance"
